"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","av_trust_1_1","av_trust_2_1","av_trust_3_1","av_trust_4_1","av_trust_5_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","trust_scale_DO"
"2023-04-04 10:04:37","2023-04-04 10:08:12","0","NA","100","214","1","2023-04-04 10:08:12","R_10DD1AxSaleCASR","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","18.764","0","0","0","15.588","0","85","21","0","79","74","73","2","1","66","65","68","62","32","21","1","","59","4","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_4|av_trust_5|av_trust_3|av_trust_1"
"2023-04-04 10:02:47","2023-04-04 10:08:14","0","NA","100","327","1","2023-04-04 10:08:15","R_UDvefzISnXkVD8t","","","","","NA","NA","anonymous","EN","1","2","2","0","0","23.184","0","0","0","12.264","0","99","1","100","100","70","","","","","","","","","","","","","","","1","1","0","0","0","0","100","50","1","","61","2","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_1|av_trust_5|av_trust_3|av_trust_2"
"2023-04-04 10:05:05","2023-04-04 10:08:27","0","NA","100","202","1","2023-04-04 10:08:27","R_XG3ZVgPYnhy3pPr","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.833","0","0","0","11.112","0","100","0","100","100","100","","","","","","","","","","","","","","","1","1","9","83","82","84","83","0","2","","43","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_2|av_trust_1|av_trust_4|av_trust_3"
"2023-04-04 09:58:27","2023-04-04 10:08:31","0","NA","100","603","1","2023-04-04 10:08:31","R_BEpLSQZGRsu8pQB","","","","","NA","NA","anonymous","EN","1","2","2","0","0","63.664","0","0","0","25.528","0","10","0","40","90","100","","","","","","","","","","","","","","","1","1","60","30","18","60","30","0","1","","46","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_5|av_trust_4"
"2023-04-04 10:03:52","2023-04-04 10:08:45","0","NA","100","292","1","2023-04-04 10:08:46","R_2VKLKX3bNPE8cTC","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.651","0","0","0","20.28","0","85","55","100","100","100","","","","","","","","","","","","","","","1","1","0","0","0","0","100","20","2","","41","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2"
"2023-04-04 10:06:55","2023-04-04 10:08:53","0","NA","100","118","1","2023-04-04 10:08:54","R_3JC9DX66DG7lezs","","","","","NA","NA","anonymous","EN","1","2","2","0","0","14.336","0","0","0","10.906","0","100","17","83","52","31","","","","","","","","","","","","","","","1","1","12","57","10","10","54","32","2","","26","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_5|av_trust_3|av_trust_1|av_trust_4"
"2023-04-04 10:06:17","2023-04-04 10:09:02","0","NA","100","165","1","2023-04-04 10:09:03","R_217hm4zq8btUyD9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","18.296","0","0","0","23.239","0","100","0","61","100","0","15","2","1","61","71","68","71","33","25","1","","33","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_1|av_trust_4|av_trust_5|av_trust_3"
"2023-04-04 10:05:42","2023-04-04 10:09:07","0","NA","100","204","1","2023-04-04 10:09:08","R_9SvKuXH9Sf0IUN3","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","33.198","0","0","0","13.182","0","100","0","0","100","5","1","2","1","0","0","0","0","100","0","2","","39","2","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_2|av_trust_3|av_trust_4|av_trust_5"
"2023-04-04 10:06:19","2023-04-04 10:09:08","0","NA","100","169","1","2023-04-04 10:09:08","R_9yIJIsxRZTtLekV","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.35","0","0","0","11.465","0","100","0","100","82","69","","","","","","","","","","","","","","","1","1","0","0","0","29","100","14","1","","35","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_3|av_trust_1|av_trust_5|av_trust_2"
"2023-04-04 10:04:53","2023-04-04 10:09:14","0","NA","100","260","1","2023-04-04 10:09:14","R_27v3d1sw15HEy7L","","","","","NA","NA","anonymous","EN","1","2","2","0","0","11.596","0","0","0","11.263","0","0","100","14","100","100","","","","","","","","","","","","","","","1","2","0","0","0","0","100","32","2","","26","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_1|av_trust_2|av_trust_4|av_trust_5"
"2023-04-04 10:05:52","2023-04-04 10:09:20","0","NA","100","208","1","2023-04-04 10:09:21","R_3CD8HAkIJrDZlew","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","29.064","0","0","0","13.17","0","97","17","0","100","61","93","2","1","75","90","90","86","10","28","2","","55","3","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_5|av_trust_4|av_trust_2|av_trust_3"
"2023-04-04 10:04:43","2023-04-04 10:09:32","0","NA","100","289","1","2023-04-04 10:09:32","R_1IMJUwjo7WRR5jn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","15.091","0","0","0","32.845","0","0","94","0","11","100","100","2","2","37","60","25","9","80","0","2","","37","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_2|av_trust_5|av_trust_4|av_trust_1"
"2023-04-04 10:06:14","2023-04-04 10:09:34","0","NA","100","200","1","2023-04-04 10:09:34","R_23acaeA9HmFTiUo","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.643","0","0","0","13.72","0","100","0","0","100","10","10","2","1","89","88","91","95","0","60","1","","49","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_2|av_trust_4|av_trust_1|av_trust_5"
"2023-04-04 10:04:30","2023-04-04 10:09:36","0","NA","100","306","1","2023-04-04 10:09:37","R_2pYoonVP0EaJtqa","","","","","NA","NA","anonymous","EN","1","2","2","0","0","29.789","0","0","0","13.241","0","100","0","100","80","100","","","","","","","","","","","","","","","1","1","7","2","16","16","80","5","2","","59","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_5|av_trust_1|av_trust_4|av_trust_2"
"2023-04-04 10:05:41","2023-04-04 10:09:52","0","NA","100","250","1","2023-04-04 10:09:53","R_dh8rJz8ElZQuYHT","","","","","NA","NA","anonymous","EN","1","2","2","1.156","3.788","30.76","2","0","0","15.69","0","95","6","100","55","38","","","","","","","","","","","","","","","1","1","27","16","12","0","79","40","1","","41","2","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_1|av_trust_3|av_trust_5|av_trust_2"
"2023-04-04 10:06:34","2023-04-04 10:09:55","0","NA","100","201","1","2023-04-04 10:09:56","R_1nUdhjMpA9LMtzT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","12.391","0","0","0","11.078","0","95","100","100","100","0","0","2","1","13","21","12","8","81","73","2","","30","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_5|av_trust_2|av_trust_3|av_trust_1"
"2023-04-04 10:04:04","2023-04-04 10:10:03","0","NA","100","358","1","2023-04-04 10:10:03","R_2wSQYYlvg08LSpA","","","","","NA","NA","anonymous","EN","1","2","2","0","0","29.996","0","0","0","11.373","0","100","0","100","8","8","","","","","","","","","","","","","","","1","1","83","100","40","80","1","54","2","","54","7","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_3|av_trust_1|av_trust_4|av_trust_5"
"2023-04-04 10:07:53","2023-04-04 10:10:07","0","NA","100","133","1","2023-04-04 10:10:07","R_3EtGrz8fH1fkpQu","","","","","NA","NA","anonymous","EN","1","2","2","19.756","19.756","23.802","1","0","0","10.915","0","95","41","91","54","59","","","","","","","","","","","","","","","1","1","4","11","3","3","94","57","2","","26","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_4|av_trust_5|av_trust_1|av_trust_3"
"2023-04-04 10:03:49","2023-04-04 10:10:13","0","NA","100","383","1","2023-04-04 10:10:13","R_w1pxBZA7u23CS7T","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.667","0","0","0","20.152","0","47","82","9","16","80","94","1","2","8","8","13","25","89","80","2","","61","3","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_4|av_trust_3|av_trust_1|av_trust_2"
"2023-04-04 10:06:41","2023-04-04 10:10:22","0","NA","100","221","1","2023-04-04 10:10:23","R_3DbgDclxUT46lIf","","","","","NA","NA","anonymous","EN","1","2","2","22.784","22.784","23.699","1","0","0","12.651","0","0","100","0","100","100","","","","","","","","","","","","","","","1","2","0","0","0","0","100","50","1","","57","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_4|av_trust_1|av_trust_2|av_trust_5"
"2023-04-04 10:07:06","2023-04-04 10:10:29","0","NA","100","203","1","2023-04-04 10:10:30","R_2TyMMOFSiOAHjLv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","29.652","0","0","0","11.325","0","100","0","0","100","60","49","2","1","0","50","0","50","100","50","1","","54","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2"
"2023-04-04 10:04:55","2023-04-04 10:10:32","0","NA","100","337","1","2023-04-04 10:10:32","R_40h7SmFXHblXRXb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","25.146","0","0","0","11.936","0","100","0","50","100","0","0","2","1","0","0","0","0","100","50","1","","33","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2"
"2023-04-04 10:08:25","2023-04-04 10:10:32","0","NA","100","126","1","2023-04-04 10:10:33","R_2tKhHbLw0rnWcuw","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","12.445","0","0","0","11.02","0","95","2","5","98","22","21","2","1","16","13","13","13","6","25","1","","32","1","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_3|av_trust_4|av_trust_1|av_trust_2"
"2023-04-04 10:05:17","2023-04-04 10:10:39","0","NA","100","322","1","2023-04-04 10:10:40","R_2txUztlNPZ5ldbq","","","","","NA","NA","anonymous","EN","1","2","2","52.416","52.416","53.085","1","0","0","52.945","0","50","50","50","50","50","","","","","","","","","","","","","","","1","2","50","50","50","50","50","50","2","","31","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_3|av_trust_5|av_trust_4|av_trust_2"
"2023-04-04 10:07:35","2023-04-04 10:10:55","0","NA","100","199","1","2023-04-04 10:10:55","R_vCBkflS9TLuQYZH","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.884","0","26.123","26.123","26.511","1","100","50","50","50","50","50","2","1","50","50","50","50","50","50","2","","25","1","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_3|av_trust_5|av_trust_4|av_trust_1"
"2023-04-04 10:07:52","2023-04-04 10:10:56","0","NA","100","184","1","2023-04-04 10:10:57","R_3QMMvHCmflZllkL","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.114","0","0","0","10.885","0","100","40","100","25","30","","","","","","","","","","","","","","","1","1","4","7","4","2","97","29","2","","22","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_1|av_trust_2|av_trust_5|av_trust_4"
"2023-04-04 10:05:52","2023-04-04 10:10:59","0","NA","100","306","1","2023-04-04 10:10:59","R_8B8BaBxqOpGnPLb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.893","0","0","0","15.326","0","100","5","0","100","70","50","2","1","60","67","0","50","100","50","2","","64","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_5|av_trust_4|av_trust_1|av_trust_2"
"2023-04-04 10:07:36","2023-04-04 10:11:05","0","NA","100","209","1","2023-04-04 10:11:06","R_33D143sszYuih6x","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","21.535","0","0","0","14.5","0","100","0","0","100","4","6","2","1","7","15","9","5","92","10","2","","40","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_2|av_trust_3|av_trust_4|av_trust_5|av_trust_1"
"2023-04-04 10:06:44","2023-04-04 10:11:16","0","NA","100","271","1","2023-04-04 10:11:17","R_3dXuMpScDrfsgqX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.153","0","0","0","11.9","0","100","16","100","18","15","","","","","","","","","","","","","","","1","1","71","64","67","74","26","25","1","","56","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_1|av_trust_4|av_trust_5|av_trust_3"
"2023-04-04 10:06:16","2023-04-04 10:11:16","0","NA","100","300","1","2023-04-04 10:11:17","R_VPZzcpg4TTlBBVn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","163.429","0","0","0","20.716","0","80","91","80","82","84","80","2","1","82","81","83","87","79","82","1","","41","5","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_4|av_trust_2|av_trust_3|av_trust_1"
"2023-04-04 10:07:06","2023-04-04 10:11:18","0","NA","100","251","1","2023-04-04 10:11:18","R_WwloGIiPayDWrQt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","27.659","0","0","0","39.157","0","94","79","97","69","80","76","1","1","85","82","87","74","79","92","1","","35","5","","FL_40","","","Q90|vB_driver_liable|vA_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_1|av_trust_4|av_trust_3|av_trust_2"
"2023-04-04 10:06:49","2023-04-04 10:11:21","0","NA","100","271","1","2023-04-04 10:11:21","R_306Rn9TMBXFIVQn","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.19","0","0","0","17.308","0","100","0","0","100","30","15","2","1","5","10","10","10","85","10","1","","59","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_5|av_trust_2|av_trust_1|av_trust_4"
"2023-04-04 10:08:09","2023-04-04 10:11:25","0","NA","100","195","1","2023-04-04 10:11:26","R_5u9wW8Sxd4Ui35f","","","","","NA","NA","anonymous","EN","1","2","2","0","0","25.877","0","0","0","23.179","0","88","68","24","33","76","","","","","","","","","","","","","","","1","1","73","76","94","67","80","84","1","","63","5","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_4|av_trust_5|av_trust_2|av_trust_3"
"2023-04-04 10:06:59","2023-04-04 10:11:32","0","NA","100","273","1","2023-04-04 10:11:33","R_1eJN7ZFpuqqR0gQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.101","0","0","0","11.633","0","100","0","35","100","50","33","2","1","9","50","9","19","100","50","2","","38","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_5|av_trust_3|av_trust_1|av_trust_2"
"2023-04-04 10:07:03","2023-04-04 10:11:33","0","NA","100","269","1","2023-04-04 10:11:34","R_3CN8AaIOOoFecmI","","","","","NA","NA","anonymous","EN","1","2","2","0","0","32.512","0","0","0","11.575","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","50","16","60","60","85","0","4","nonbinary","31","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_4|av_trust_5|av_trust_3|av_trust_2"
"2023-04-04 10:06:16","2023-04-04 10:11:33","0","NA","100","317","1","2023-04-04 10:11:34","R_1gtCe9rqoHlcSrA","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.795","0","0","0","22.521","0","100","0","29","100","18","11","2","1","31","84","80","81","13","0","2","","49","3","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_3|av_trust_5|av_trust_1|av_trust_2"
"2023-04-04 10:06:02","2023-04-04 10:11:37","0","NA","100","335","1","2023-04-04 10:11:38","R_3qPfkf0OHUrIH8V","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","151.681","0","0","0","14.806","0","95","5","15","100","55","5","2","1","0","5","0","0","100","0","1","","43","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3"
"2023-04-04 10:09:10","2023-04-04 10:11:51","0","NA","100","161","1","2023-04-04 10:11:52","R_29df49rFSDW8ihM","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","11.93","0","0","0","12.067","0","100","0","0","100","0","0","2","1","50","50","50","50","50","0","1","","39","1","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_4|av_trust_5|av_trust_2|av_trust_3|av_trust_1"
"2023-04-04 10:08:15","2023-04-04 10:11:58","0","NA","100","222","1","2023-04-04 10:11:59","R_ptPOrgayCaFPpAJ","","","","","NA","NA","anonymous","EN","1","2","2","0","0","31.14","0","0","0","23.584","0","82","29","92","17","15","","","","","","","","","","","","","","","1","1","22","21","27","23","6","20","2","","37","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_3|av_trust_2|av_trust_5|av_trust_1|av_trust_4"
"2023-04-04 10:08:41","2023-04-04 10:12:05","0","NA","100","203","1","2023-04-04 10:12:05","R_12o4Qos5DsgC8YF","","","","","NA","NA","anonymous","EN","1","2","2","0","0","22.695","0","0","0","18.606","0","100","0","100","95","86","","","","","","","","","","","","","","","1","1","0","0","9","0","100","30","2","","58","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_4|av_trust_1|av_trust_3|av_trust_5"
"2023-04-04 10:09:21","2023-04-04 10:12:08","0","NA","100","166","1","2023-04-04 10:12:08","R_3mgkC5RmMRc4diY","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","14.243","0","0","0","12.868","0","100","0","0","89","11","0","2","1","74","86","81","70","20","16","1","","52","6","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","trust_intro|av_trust_3|av_trust_2|av_trust_1|av_trust_5|av_trust_4"
"2023-04-04 10:09:39","2023-04-04 10:12:09","0","NA","100","149","1","2023-04-04 10:12:09","R_1pEZ3hWgWAqvPeK","","","","","NA","NA","anonymous","EN","1","2","2","1.732","1.732","33.964","1","0","0","15.042","0","73","76","75","81","77","","","","","","","","","","","","","","","1","2","70","69","77","74","78","67","1","","56","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_5|av_trust_2|av_trust_4|av_trust_3|av_trust_1"
"2023-04-04 10:06:28","2023-04-04 10:12:21","0","NA","100","352","1","2023-04-04 10:12:22","R_3CUgL3jeJofkmno","","","","","NA","NA","anonymous","EN","1","2","2","0","0","45.391","0","0","0","11.296","0","95","20","100","100","100","","","","","","","","","","","","","","","1","1","0","0","0","0","100","20","2","","34","6","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_1|av_trust_5|av_trust_2|av_trust_4|av_trust_3"
"2023-04-04 10:11:57","2023-04-04 10:12:21","0","NA","100","24","1","2023-04-04 10:12:22","R_3jZkCQNbQLTw5H4","","","","","NA","NA","anonymous","EN","1","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 10:09:28","2023-04-04 10:12:23","0","NA","100","175","1","2023-04-04 10:12:23","R_25Kt5U4rmG1MANL","","","","","NA","NA","anonymous","EN","1","2","2","0","0","12.131","0","0","0","10.928","0","67","8","100","30","30","","","","","","","","","","","","","","","2","1","40","40","39","41","63","1","2","","28","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_4|av_trust_5|av_trust_1|av_trust_3|av_trust_2"
"2023-04-04 10:07:37","2023-04-04 10:12:35","0","NA","100","298","1","2023-04-04 10:12:35","R_2VsCgfMSzbtKQ7T","","","","","NA","NA","anonymous","EN","1","2","2","0","0","23.716","0","0","0","16.721","0","100","0","100","80","50","","","","","","","","","","","","","","","1","1","55","60","60","50","10","60","4","SEX Woman","58","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","trust_intro|av_trust_2|av_trust_3|av_trust_1|av_trust_5|av_trust_4"
"2023-04-04 10:12:16","2023-04-04 10:12:39","0","NA","100","23","1","2023-04-04 10:12:40","R_2wt2ot2QwiJP6HV","","","","","NA","NA","anonymous","EN","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 10:07:57","2023-04-04 10:12:40","0","NA","100","282","1","2023-04-04 10:12:41","R_1QJwiDREWEuNWmI","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","32.55","0","0","0","13.64","0","85","20","3","100","100","100","2","1","75","80","75","40","20","22","1","","53","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_5|av_trust_4|av_trust_1|av_trust_2|av_trust_3"
"2023-04-04 10:12:27","2023-04-04 10:12:40","0","NA","100","13","1","2023-04-04 10:12:41","R_29crm7kfOS242GL","","","","","NA","NA","anonymous","EN","1","3","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023-04-04 10:10:26","2023-04-04 10:13:01","0","NA","100","154","1","2023-04-04 10:13:01","R_exsYcvTLTuFLFpT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","11.606","0","0","0","11.092","0","100","0","50","100","20","10","2","1","70","80","75","75","30","60","1","","40","1","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","trust_intro|av_trust_1|av_trust_3|av_trust_4|av_trust_5|av_trust_2"
