"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","att1","att2","Q219_First.Click","Q219_Last.Click","Q219_Page.Submit","Q219_Click.Count","vA_sue_AV_1","vB_mnfctr_liab_1_AV_1","vB_mnfctr_liab_2_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1_1","vB_cntrfctl_AV_2_1","Q220_First.Click","Q220_Last.Click","Q220_Page.Submit","Q220_Click.Count","vA_sue_1","vB_mnfctr_liab_1_1","vB_mnfctr_liab_2_1","vA_cntrfctl_1","vB_cntrfctl_1_1","vB_cntrfctl_2_1","counterfactual_HDV","counterfactual_AV","coder_1","coder_2","category_coder1","category_coder2","comp1","comp_accident","cruise_familiarity","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT"
"10/29/24 22:20","10/29/24 22:28",0,"NA",100,471,1,"10/29/24 22:28","R_1dAeFLafknpFaUo",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,118.129,118.129,123.916,1,100,18,8,99,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only they waited to cross in front of the cars. If only the first car used their brakes. ",1,1,NA,NA,1,1,2,0,2,"",26,1,""
"10/29/24 22:28","10/29/24 22:31",0,"NA",100,178,1,"10/29/24 22:31","R_5vYwMZ5VfKKHrdK",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.111,0,40,60,75,61,40,71,"if only i would've  acted differently","",1,1,NA,NA,2,1,2,41,1,"",19,1,""
"10/29/24 22:40","10/29/24 22:46",0,"NA",100,358,1,"10/29/24 22:46","R_3xW58KRqH90V3Wa",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,15.213,71.653,75.64,19,80,8,8,82,57,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","He had been driving instead of walking.
He had left a list earlier or later.
",1,1,NA,NA,1,1,2,14,2,"",60,5,""
"10/29/24 22:56","10/29/24 23:03",0,"NA",100,401,1,"10/29/24 23:03","R_3hBaMGmyjsUU9Qc",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079,63.164,64.071,9,88,38,32,84,48,32,"If only I started to brake sooner if only I had gone another way ","",1,1,NA,NA,2,1,2,36,2,"",42,3,""
"10/29/24 23:14","10/29/24 23:25",0,"NA",100,661,1,"10/29/24 23:25","R_67dpOogkIAgqxGd",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,71.414,0,100,0,10,100,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","the driver of vehicle A would have been paying more attention to its surroundings.  if only there were more signs to keep from crossing the street.",1,1,NA,NA,1,1,2,0,2,"",48,3,""
"10/29/24 23:28","10/29/24 23:46",0,"NA",100,1068,1,"10/29/24 23:46","R_1gzoJ6e3FT4uAkE",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.099,112.099,163.4,1,0,10,16,40,40,39,"If only he would have paid attention. If only the drivers were more careful. If only she had not been listening to music.","",1,1,NA,NA,2,1,2,9,2,"",32,3,""
"10/29/24 23:42","10/29/24 23:46",0,"NA",100,273,1,"10/29/24 23:46","R_5sSg8gZmbvlY61X",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,36.99,0,80,60,41,100,81,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only we were walking with them. If only we invited them to our place instead of letting them walk around.",1,1,NA,NA,1,2,2,10,2,"",22,4,""
"10/30/24 0:07","10/30/24 0:08",0,"NA",100,88,1,"10/30/24 0:08","R_1bQz0N5KFCgbmz0",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,2.216,0,100,0,0,100,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the driver saw him/her.

If only him/her was more attentive of the situation.",1,1,NA,NA,1,1,2,100,1,"",28,4,""
"10/30/24 2:22","10/30/24 2:32",0,"NA",100,591,1,"10/30/24 2:32","R_1gUiAhUcKXHtlR0",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.141,151.127,153.076,2,30,0,0,70,10,10,"If only the person had crossed the street elsewhere.
If only the driver had been paying more attention.","",1,1,NA,NA,2,1,2,10,2,"",38,5,""
"10/30/24 3:35","10/30/24 3:40",0,"NA",100,281,1,"10/30/24 3:40","R_7ruTJZq8LHe6Brm",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,45.858,0,81,70,40,90,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1) If only Vehicle A had been autonomous, our family member would not have been hit in the first place.
2) If only our family member had paid more attention to their surroundings, rather than looking at their phone.",1,1,NA,NA,1,1,2,29,1,"",38,6,""
"10/30/24 4:57","10/30/24 5:01",0,"NA",100,257,1,"10/30/24 5:01","R_3Km26MBY3YzCkUj",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.743,35.743,36.68,1,81,9,10,77,75,76,"They were in a different place. If only the cars were paying attention.","",1,1,NA,NA,2,2,1,24,2,"",59,1,""
"10/30/24 5:02","10/30/24 5:14",0,"NA",100,738,1,"10/30/24 5:14","R_3pl6vEiagfHC5cQ",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.569,127.569,204.329,1,99,0,0,99,84,72,"If only the pedestrian didnt cross  at that time.  Or if only Vehicle A saw the pedestrian and slowed down. ","",1,1,NA,NA,2,1,1,50,2,"",40,4,""
"10/31/24 6:52","10/31/24 6:57",0,"NA",100,294,1,"10/31/24 6:57","R_1KdU5hAhYwr3S1e",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49.589,0,100,6,7,100,90,91,"If only vehicle A had stopped, the pedestrian would have remained out of the path of vehicle B. If only both cars would have seen the pedestrian and stopped or swerved out of the way","",1,1,NA,NA,2,1,2,5,2,"",23,4,""
"10/31/24 6:54","10/31/24 6:57",0,"NA",100,166,1,"10/31/24 6:57","R_5CBrnH2eVaMP0SY",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27.577,0,96,10,23,90,62,62,"If only the pedestrian had taken another route. If only the pedestrian had waited a few more seconds.","",1,1,NA,NA,2,1,2,20,2,"",29,4,""
"10/31/24 6:55","10/31/24 6:58",0,"NA",100,205,1,"10/31/24 6:58","R_1EaodCcykUrIQdL",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,38.215,0,100,0,0,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only he had taken a different route.
If only he paid more attention.
If only the driver paid more attention.",1,1,NA,NA,1,1,2,11,1,"",42,4,""
"10/31/24 6:53","10/31/24 6:58",0,"NA",100,291,1,"10/31/24 6:58","R_7HeJ0Cb4cPkPf9D",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,87.492,0,100,0,0,100,83,100,"they were a minute later in crossing.","",1,1,NA,NA,2,1,2,34,2,"",55,4,""
"10/31/24 6:54","10/31/24 6:59",0,"NA",100,294,1,"10/31/24 6:59","R_3JXEfACdPI2tEou",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,41.606,41.606,43.16,1,91,0,0,97,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only my family member pedestrian had waited longer to cross the street.
If only the driver of Vehicle A had been paying attention.",1,1,NA,NA,1,1,2,4,2,"",55,6,""
"10/31/24 6:57","10/31/24 6:59",0,"NA",100,148,1,"10/31/24 6:59","R_3v69EoSlkXi5ZtW",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.839,0,100,0,0,100,0,50,"If only I had been watching closely. If only the other car wouldn't have hit the pedestrian.","",1,1,NA,NA,2,1,2,7,1,"",46,1,""
"10/31/24 6:52","10/31/24 7:01",0,"NA",100,507,1,"10/31/24 7:01","R_1pxkO4eV4qwDD6Q",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.101,97.548,99.044,5,100,90,0,100,100,100,"if only he was not on the street. if only he did not try to cross the street ","",1,1,NA,NA,2,1,2,0,1,"",61,4,""
"10/31/24 6:57","10/31/24 7:01",0,"NA",100,232,1,"10/31/24 7:01","R_3jkabN49YwwPmGP",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,32.864,0,100,1,0,88,31,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","i would have been there and if i would have been before them",1,1,NA,NA,2,1,1,75,1,"",46,1,""
"10/31/24 6:53","10/31/24 7:02",0,"NA",100,555,1,"10/31/24 7:02","R_5Dd2tmfSwC93mNk",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,85.488,0,0,0,0,50,39,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the pedestrian had looked before stepping in front of vechicle A, maybe he wouldn't have been hit by vechicle B.",1,1,NA,NA,1,1,2,61,1,"",77,6,""
"10/31/24 6:54","10/31/24 7:02",0,"NA",100,482,1,"10/31/24 7:02","R_5YlEURSlDyl7sVM",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.905,35.709,37.454,11,90,15,10,100,75,65,"If only the driver of Vehicle A had seen the pedestrian and slowed down or stopped. If only Vehicle A had been driving more cautiously or paying closer attention
","",1,1,NA,NA,2,1,2,15,1,"",42,3,""
"10/31/24 6:58","10/31/24 7:03",0,"NA",100,259,1,"10/31/24 7:03","R_1U4Yh9cSNiBQlTX",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,45.969,0,98,0,0,100,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the driver would have been paying attention. They would not have initially hit the pedestrian. If only the pedestrian would have been more careful, they wouldn't have been hit.",1,1,NA,NA,1,1,2,8,1,"",45,5,""
"10/31/24 6:59","10/31/24 7:03",0,"NA",100,236,1,"10/31/24 7:03","R_3gOgRXcq8JAuEO9",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,43.633,0,52,28,2,63,64,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only they hadn't tried crossing the road when there was on coming traffic.
",1,1,NA,NA,1,1,2,34,1,"",37,4,""
"10/31/24 6:57","10/31/24 7:04",0,"NA",100,376,1,"10/31/24 7:04","R_5MrIwS3GYGVsyug",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.077,11.756,51.764,3,51,0,0,75,49,49,"If only the pedestrian followed the rules of the road and didn't enter the crosswalk at the wrong time, the accident may not have happened.

If only Vehicle A had avoided the pedestrian, the accident may not have happened.

If only the pedestrian had been knocked into a different lane, the pedestrian may not have been struck twice.","",1,1,NA,NA,2,1,2,25,1,"",38,4,""
"10/31/24 6:57","10/31/24 7:04",0,"NA",100,421,1,"10/31/24 7:04","R_1lj0KTvnW6HdQ53",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,8.782,47.228,48.1,11,100,0,0,99,9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only I had taken her to work that day.

If only people paid attention to where they were going this wouldn't have happened.",1,1,NA,NA,1,1,2,9,2,"",47,5,""
"10/31/24 6:59","10/31/24 7:04",0,"NA",100,323,1,"10/31/24 7:04","R_7e4jQb8qwiEfifT",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,53.671,0,100,1,5,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the pedestrian had seen vehicle A in time. If only vehicle A had applied the breaks before striking dear pedestrian. ",1,1,NA,NA,1,1,2,20,1,"",39,4,""
"10/31/24 6:58","10/31/24 7:04",0,"NA",100,398,1,"10/31/24 7:04","R_602ArHWfeE2Tege",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57.477,0,36,34,37,62,62,62,"the pedestrian wait for the sign before crossing. This would not happened. ","",1,1,NA,NA,1,1,1,37,2,"",63,5,""
"10/31/24 6:59","10/31/24 7:05",0,"NA",100,347,1,"10/31/24 7:05","R_3mWOLzxkieRF9YH",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33.802,0,0,0,0,60,60,60,"If only, this person had crossed in the crosswalk this would not have happened. If only, this person was not breaking the law by jaywalking, they would still be here.  ","",1,1,NA,NA,2,2,2,50,2,"",32,4,""
"10/31/24 7:00","10/31/24 7:06",0,"NA",100,355,1,"10/31/24 7:06","R_3knyQcWuGNQKBQG",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,53.956,0,100,0,0,83,72,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","The pedestrian used the crosswalk. Vehicle A took extra precaution.",1,1,NA,NA,1,1,2,0,1,"",39,1,""
"10/31/24 6:59","10/31/24 7:06",0,"NA",100,413,1,"10/31/24 7:06","R_3meq41zbYxbmaQA",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.967,89.063,92.274,2,86,2,4,73,62,53,"drivers were more aware of pedestrian traffic our relative would be okay.
the car's driver was faster in responding to our family member crossing the street, they'd be okay.","",1,1,NA,NA,2,1,2,22,1,"",41,4,""
"10/31/24 7:05","10/31/24 7:09",0,"NA",100,208,1,"10/31/24 7:09","R_3h9O6IvH9hQZbqC",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,1.923,15.095,19.8,3,96,44,38,94,41,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","I would not have gotten hit by the car ",1,1,NA,NA,1,1,2,56,1,"",49,4,""
"10/31/24 7:03","10/31/24 7:09",0,"NA",100,380,1,"10/31/24 7:09","R_7gkakiCUqCpaJbn",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,56.347,56.347,57.049,1,100,0,0,100,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the driver of vehicle A was more responsible the person might be alive. If only our loved one was not out that day.",1,1,NA,NA,1,1,2,50,1,"",45,4,""
"10/31/24 6:59","10/31/24 7:11",0,"NA",100,720,1,"10/31/24 7:11","R_7KXgOp7FTicnmtH",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,51.82,0,88,7,2,20,60,77,"If only we had just a little more time.
If only people would pay attention to the road.","",1,1,NA,NA,2,1,2,6,1,"",30,5,""
"10/31/24 7:05","10/31/24 7:11",0,"NA",100,356,1,"10/31/24 7:11","R_1rHCCJcq6Xi2o6D",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,95.617,0,80,0,0,100,60,55,"If only my stupid relative hadn't walked out in front of traffic.

If only those two cars hadn't been driving that day.

If only those two cars hadn't been driving so close together that day.

If only Vehicle A had been looking out for pedestrians.

If only the pedestrian had been paying attention.","",1,1,NA,NA,2,1,2,20,1,"",46,4,""
"10/31/24 7:08","10/31/24 7:12",0,"NA",100,263,1,"10/31/24 7:12","R_70iBmrTZcy7Fgsx",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.503,58.545,59.054,4,19,41,26,66,72,77,"Pedestrian should carefully cross the road. He/she should look both the direction and then cross the road. ","",1,1,NA,NA,2,2,1,60,2,"",41,4,""
"10/31/24 7:04","10/31/24 7:12",0,"NA",100,506,1,"10/31/24 7:12","R_5hF2GxXj6NLBGVd",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,55.298,0,100,0,0,100,20,10,"The would had waited. they had paid attention","",1,1,NA,NA,2,1,2,0,1,"",53,3,""
"10/31/24 7:07","10/31/24 7:12",0,"NA",100,342,1,"10/31/24 7:12","R_7WO1FbuiP2rdPvt",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.032,4.945,7.195,2,81,40,40,75,72,69,"If only the pedestrian looked before crossing. If only the car stopped when seeing a person.","",1,1,NA,NA,2,1,2,33,1,"",24,1,""
"10/31/24 7:04","10/31/24 7:14",0,"NA",100,622,1,"10/31/24 7:14","R_5e415rfeOljOuOU",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,98.261,0,100,57,45,100,55,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the pedestrian hadn't started across the crosswalk when the light was red.  If Vehicle A had stopped when the pedestrian was at the crosswalk.",1,1,NA,NA,1,1,2,93,2,"",54,4,""
"10/31/24 7:09","10/31/24 7:15",0,"NA",100,382,1,"10/31/24 7:15","R_131WX8Uifv8fJJt",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,5.043,42.843,45.201,6,95,16,9,100,30,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the first car attempted to brake because that one did more damage with a full impact hit. At least the second car attempted to stop",1,1,NA,NA,1,1,2,7,2,"",31,1,""
"10/31/24 6:53","10/31/24 7:16",0,"NA",100,1357,1,"10/31/24 7:16","R_7m8ofujKzewTUPS",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,345.887,0,98,5,8,100,23,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only I had given a ride instead of the person walking.

If only he/she had waited until traffic was further away.",1,1,NA,NA,1,1,2,22,1,"",56,4,""
"10/31/24 7:11","10/31/24 7:17",0,"NA",100,374,1,"10/31/24 7:17","R_1k6OGKKzou0UDEx",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.677,3.677,96.343,1,8,0,0,20,7,19,"He would have looked both ways,  The vehicle would have braked sooner.","",1,1,NA,NA,2,1,2,42,1,"",47,3,""
"10/31/24 7:12","10/31/24 7:17",0,"NA",100,296,1,"10/31/24 7:17","R_5nwr1tHi1vEzUc1",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,41.843,0,100,75,50,100,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the person driving vehicle A didn't hit my loved one. If only they had waited to cross the crosswalk. If only they hadn't been there when these cars were going by. ",1,1,NA,NA,1,1,2,50,1,"",36,3,""
"10/31/24 7:15","10/31/24 7:19",0,"NA",100,264,1,"10/31/24 7:19","R_3iFQHQ30bG1Aik1",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.345,1.345,34.9,1,100,50,0,100,50,20,"If only he had a car and did not have to walk. If only he paid more attention.","",1,1,NA,NA,2,1,2,70,2,"",41,5,""
"10/31/24 7:16","10/31/24 7:20",0,"NA",100,264,1,"10/31/24 7:20","R_3JBXeIbqYgf9KBX",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,31.766,0,100,0,5,100,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","their loved one would have stayed home or been delayed by a few minutes. But you know what, you go when you go. You don't know when or how but we are all going to go one way or another. In other words, no one here gets out alive. ",1,1,NA,NA,1,1,2,83,2,"",48,2,""
"10/31/24 7:18","10/31/24 7:21",0,"NA",100,166,1,"10/31/24 7:21","R_3K2ek4bGA4uhR0k",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,7.406,8.101,32.773,3,53,5,6,100,99,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the pedestrian waited for their light to turn green.
If only the first car had stopped",1,1,NA,NA,1,1,2,26,1,"",37,4,""
"10/31/24 7:18","10/31/24 7:23",0,"NA",100,289,1,"10/31/24 7:23","R_65QtdRHDCi49X0R",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,41.967,0,100,0,0,100,56,71,"If only he'd noticed the ""Don't walk"" signal.  If only he'd waited for it to be clear to cross.","",1,1,NA,NA,2,1,2,50,1,"",43,2,""
"10/31/24 7:13","10/31/24 7:26",0,"NA",100,751,1,"10/31/24 7:26","R_3OpgHLFE6nJWqOw",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,83.578,0,0,0,0,70,60,8,"IF ONLY HE HAD WAITED AND NOT WALKED OUT IN TRAFFIC WITHOUT LOOKING TO SEE WHAT WAS COMING WHEN THE LIGHT TURNED GREEN.  NEVER BE IN A HURRY TO CROSS THE STREET IN ON COMING TRAFFIC LOOK BOTH WATS BEFOE CROSSING.","",1,1,NA,NA,2,1,2,0,2,"",52,3,""
"10/31/24 7:23","10/31/24 7:28",0,"NA",100,266,1,"10/31/24 7:28","R_5NwgzTSx5lM127n",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,69.835,0,0,0,0,60,60,50,"they had waited for their pedestrian crossing light to turn green.","",1,1,NA,NA,2,1,2,55,2,"",63,8,"Associate's degree"
"10/31/24 7:26","10/31/24 7:30",0,"NA",100,236,1,"10/31/24 7:30","R_7LXtjFsZhhDhRjJ",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35.818,0,30,0,0,70,40,0,"If only they hadn't stepped into the crosswalk when they weren't supposed to. If only the first car had seen the pedestrian and did not start driving when they got the green light. ","",1,1,NA,NA,2,1,2,30,2,"",31,5,""
"10/31/24 7:27","10/31/24 7:31",0,"NA",100,228,1,"10/31/24 7:31","R_3ZDg0q3z8FE26Ym",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.386,0,100,10,0,100,80,10,"I had given them a ride. I was there with them.","",1,1,NA,NA,2,1,2,0,1,"",55,1,""
"10/31/24 7:28","10/31/24 7:34",0,"NA",100,388,1,"10/31/24 7:34","R_61L6VUFWUgtu2nn",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.77,48.031,51.302,2,100,0,0,100,0,0,"If only the pedestrian hesitated before walking on the crosswalk.  They seemed to start walking when the light turned green.","",1,1,NA,NA,2,1,2,0,2,"",73,3,""
"10/31/24 7:28","10/31/24 7:34",0,"NA",100,384,1,"10/31/24 7:34","R_7FRp04F8kbxQiQX",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,48.988,48.988,49.602,1,100,8,6,100,66,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","why did they cross both crosswalks ",1,1,NA,NA,1,1,2,44,2,"",45,1,""
"10/31/24 7:33","10/31/24 7:37",0,"NA",100,235,1,"10/31/24 7:37","R_6QCKrCrqvEdOJ3z",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.945,46.68,50.167,2,100,8,0,100,56,81,"He had not gone out. He had not walked.","",1,1,NA,NA,2,1,2,0,1,"",50,1,""
"10/31/24 7:37","10/31/24 7:39",0,"NA",100,75,1,"10/31/24 7:39","R_5HRnpS1BMLscPxv",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,2.158,2.158,2.624,1,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","it is the green car's fault. ",1,1,NA,NA,2,2,2,50,3,"",24,4,""
"10/31/24 7:35","10/31/24 7:41",0,"NA",100,338,1,"10/31/24 7:41","R_5E0nUiMzbc6eI0N",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,1.817,23.561,26.168,13,100,55,55,100,55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the drivers had yielded to a pedestrian in a crosswalk. If only the drivers watched for pedestrians and cyclists when they are driving.",1,1,NA,NA,1,1,2,71,2,"",62,4,""
"10/31/24 7:38","10/31/24 7:41",0,"NA",100,188,1,"10/31/24 7:41","R_7EAX97qHOAZKwbh",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,3.01,4.483,1,81,57,65,75,56,60,"If only we would have stayed home.  If only we would have stayed home, watched movies, and order delivery, we would have been okay.","",1,1,NA,NA,2,2,2,73,1,"",44,5,""
"10/31/24 7:36","10/31/24 7:43",0,"NA",100,414,1,"10/31/24 7:43","R_5CQ3cJu860KExZI",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,31.493,33.033,7,90,70,40,76,70,60,"if only the vehicle slow down","",1,1,NA,NA,2,1,1,18,1,"",33,5,""
"10/31/24 7:39","10/31/24 7:43",0,"NA",100,239,1,"10/31/24 7:43","R_3k86hqfBYLfCVKm",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31.445,0,90,1,10,72,33,56,"He had stayed on the sidewalk. The driver had been more cautious","",1,1,NA,NA,2,1,2,32,1,"",29,3,""
"10/31/24 7:38","10/31/24 7:45",0,"NA",100,427,1,"10/31/24 7:45","R_3uQmIc2k2YdVuZD",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,25.218,43.542,44.326,7,100,0,0,100,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the pedestrian would have waited till both cars drove by before crossing. 

If only Vehicle A had slowed down the pedestrian would have never been hit. ",1,1,NA,NA,1,1,2,85,1,"",44,4,""
"10/31/24 7:43","10/31/24 7:47",0,"NA",100,212,1,"10/31/24 7:47","R_50SF6UvjTSugEZL",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,26.4,0,75,56,73,84,70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","if only the pedestrian crossed in the cross walk.
if only vehicle A did not cut off vehicle B, would vehicle B have enough time to slow down and see the pedestrian. ",1,1,NA,NA,1,1,2,33,2,"",39,4,""
