StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,att1,att2,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,vA_liab_AV_cnstr_1,vB_frm_liab_AV_cnstr_1,vA_cntrfctl_AV_cnstr_1,vB_cntrfctl_AV_cnstr_1,avoid_AV_cnstr_1,Q87_First Click,Q87_Last Click,Q87_Page Submit,Q87_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,vA_liab_cnstr_1,vB_drivr_liab_cnstr_1,vB_frm_liab_cnstr_1,vA_cntrfctl_cnstr_1,vB_cntrfctl_cnstr_1,avoid_cnstr_1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,vA_liab_AV_1,vB_frm_liab_AV_1,vA_cntrfctl_AV_1,vB_cntrfctl_AV_1,avoid_AV_1,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,vA_liab_1,vB_drivr_liab_1,vB_frm_liab_1,vA_cntrfctl_1,vB_cntrfctl_1,avoid_1,comp1,comp_accident,ai_familiarity_1,gender,gender_4_TEXT,age,edu,edu_8_TEXT,pol_affiliation_1,driving_ability_1,FL_4_DO,questions_1_AV_cnstr_DO,questions_2_AV_cnstr_DO,questions_1_cnstr_DO,questions_2_cnstr_DO,questions_1_AV_DO,questions_2_AV_DO,questions_1_DO,questions_2_DO,moderators_DO
2023-05-05 10:19:13,2023-05-05 10:22:05,0,73.246.239.224,100,172,1,2023-05-05 10:22:06,R_25YO1IyLd2VKjHQ,,,,,41.6984,-88.0825,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.602,0,0,0,20.901,0,90,20,100,65,66,,,,,,,,,,,,,,,1,1,10,2,,47,1,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:20:05,2023-05-05 10:23:13,0,67.158.37.251,100,187,1,2023-05-05 10:23:13,R_YaTEvvM9goM0GdP,,,,,44.1415,-103.2052,anonymous,EN,1,2,2,0,0,19.982,0,0,0,12.432,0,100,0,100,25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,2,,42,3,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:21:51,2023-05-05 10:23:29,0,184.153.73.76,100,98,1,2023-05-05 10:23:30,R_3k0Smy0swMt9X11,,,,,40.7114,-74.0005,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,10.866,0,0,0,10.676,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,1,,27,5,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vB_frm_liab_cnstr|vA_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:21:47,2023-05-05 10:23:57,0,73.5.134.129,100,130,1,2023-05-05 10:23:58,R_6FCWWcjhuyleMWl,,,,,44.9174,-92.9478,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19.171,0,0,0,10.807,0,100,12,100,71,65,,,,,,,,,,,,,,,1,1,20,2,,30,4,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:20:57,2023-05-05 10:24:23,0,98.13.206.161,100,205,1,2023-05-05 10:24:23,R_1LNGMktejiAfxpI,,,,,40.7149,-73.9893,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.867,0,0,0,37.548,0,100,100,0,100,9,61,2,1,10,1,,49,3,,,,FL_58,,,,,,,Q243|vB_frm_liab|vB_drivr_liab|vA_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-05 10:14:23,2023-05-05 10:24:29,0,67.169.173.86,100,605,1,2023-05-05 10:24:30,R_2xF2CDLOLnR1drw,,,,,37.5281,-121.9732,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26.418,0,0,0,11.329,0,100,1,0,91,52,38,2,1,80,1,,50,5,,,,FL_58,,,,,,,Q243|vA_liab|vB_drivr_liab|vB_frm_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-05 10:22:04,2023-05-05 10:25:12,0,184.183.169.122,100,188,1,2023-05-05 10:25:13,R_RwdFeYlTaKSKPv3,,,,,33.2421,-117.3045,anonymous,EN,1,2,2,0,0,19.494,0,0,0,10.875,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15,1,,36,5,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:23:10,2023-05-05 10:25:25,0,192.69.180.209,100,135,1,2023-05-05 10:25:26,R_SNrTDFuBSXoi9Et,,,,,38.0405,-84.7293,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,18.001,0,0,0,11.411,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,4,Nonbinary,26,4,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vB_drivr_liab_cnstr|vA_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:24:10,2023-05-05 10:25:54,0,98.13.202.160,100,104,1,2023-05-05 10:25:55,R_3qjPoxtaDqj2XjG,,,,,40.7149,-73.9893,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,11.753,0,0,0,11.231,0,100,0,20,100,20,50,2,1,0,1,,30,4,,,,FL_58,,,,,,,Q243|vB_frm_liab|vB_drivr_liab|vA_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-05 10:24:11,2023-05-05 10:26:46,0,172.223.213.152,100,155,1,2023-05-05 10:26:47,R_2QtY2ajhGEBT1w5,,,,,42.3956,-123.3528,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22.267,0,0,0,12.633,0,100,50,100,22,16,,,,,,,,,,,,,,,1,1,0,2,,43,1,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:24:39,2023-05-05 10:27:25,0,72.213.9.215,100,165,1,2023-05-05 10:27:25,R_1ODGUt1QXiIZPB4,,,,,41.1484,-95.9067,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,19.781,0,0,0,12.172,0,100,0,0,100,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,,65,4,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vB_drivr_liab_cnstr|vA_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:27:38,2023-05-05 10:27:51,0,69.107.140.230,100,12,1,2023-05-05 10:27:52,R_2tFCAV5Xa8cZdpS,,,,,34.7269,-92.344,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05 10:25:27,2023-05-05 10:28:12,0,76.38.164.131,100,165,1,2023-05-05 10:28:12,R_1NkSTjNZIqCI0bQ,,,,,43.041,-76.1489,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.802,8.802,19.709,1,0,0,11.785,0,100,0,0,100,10,10,2,2,35,2,,36,6,,,,FL_58,,,,,,,Q243|vA_liab|vB_drivr_liab|vB_frm_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-05 10:26:03,2023-05-05 10:28:40,0,63.248.33.136,100,156,1,2023-05-05 10:28:41,R_efVjLSZQZarEQCd,,,,,42.0291,-111.7853,anonymous,EN,1,2,2,0,0,16.629,0,0,0,10.891,0,80,55,100,92,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,63,2,,34,4,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:24:17,2023-05-05 10:29:00,0,104.151.162.116,100,283,1,2023-05-05 10:29:01,R_3iI7UTlwvAdD3Ja,,,,,35.833,-97.4394,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,31.049,0,0,0,16.411,0,100,20,100,70,61,,,,,,,,,,,,,,,1,1,50,2,,52,3,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:26:12,2023-05-05 10:29:08,0,71.60.33.3,100,175,1,2023-05-05 10:29:09,R_1C0VXJ1LVGEipag,,,,,40.4339,-79.9996,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.727,0,0,0,15.047,0,100,8,0,100,11,9,2,1,29,2,,25,3,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vA_liab|vB_frm_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-05 10:28:35,2023-05-05 10:30:43,0,209.36.201.50,100,127,1,2023-05-05 10:30:44,R_1N35yXl0SLSoMXU,,,,,34.8803,-87.7424,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,17.49,0,0,0,11.578,0,100,0,0,100,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,19,2,,31,5,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vB_cntrfctl_cnstr|vA_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:29:54,2023-05-05 10:31:25,0,73.57.195.110,100,91,1,2023-05-05 10:31:26,R_1rqbYrE2IbrORHV,,,,,26.6371,-80.0841,anonymous,EN,1,2,2,1.74,14.353,15.468,3,0,0,10.704,0,98,17,98,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,28,5,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:29:59,2023-05-05 10:33:48,0,108.249.16.197,100,228,1,2023-05-05 10:33:48,R_1qUpFcpIQD5moMB,,,,,34.1911,-80.9758,anonymous,EN,1,2,2,8.232,11.128,27.977,2,1.913,1.913,12.288,1,100,0,100,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,2,,52,4,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:28:06,2023-05-05 10:34:45,0,69.107.140.230,100,399,1,2023-05-05 10:34:45,R_2ts7w08LAveV3OC,,,,,34.7269,-92.344,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.945,0,0,0,11.169,0,100,100,75,25,80,,,,,,,,,,,,,,,1,1,85,1,,37,1,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:32:10,2023-05-05 10:35:54,0,208.101.209.53,100,224,1,2023-05-05 10:35:55,R_ypB1CCpROXzesMh,,,,,36.9047,-94.2659,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.407,23.799,25.18,3,11.955,11.955,13.432,1,100,5,8,99,100,85,2,1,0,2,,52,3,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vB_frm_liab|vA_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-05 10:33:54,2023-05-05 10:36:32,0,100.11.141.102,100,158,1,2023-05-05 10:36:32,R_50bg4lLlsQisfsZ,,,,,39.9776,-75.3099,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.888,29.888,30.834,1,0,0,11.103,0,100,13,100,27,54,,,,,,,,,,,,,,,1,1,11,1,,42,3,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:35:10,2023-05-05 10:37:28,0,68.187.222.107,100,137,1,2023-05-05 10:37:29,R_3m8kdQtqjAd1AAW,,,,,42.2705,-71.8447,anonymous,EN,1,2,2,,,,,,,,,,,,,,3.596,3.596,17.968,1,0,0,15.347,0,75,70,82,74,38,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,70,2,,35,3,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:33:44,2023-05-05 10:37:58,0,70.88.100.185,100,254,1,2023-05-05 10:37:58,R_r1L3FwGIkryw0A9,,,,,42.5166,-84.6565,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,52.904,0,0,0,10.94,0,100,0,50,100,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,,52,3,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:35:20,2023-05-05 10:38:09,0,136.226.84.163,100,169,1,2023-05-05 10:38:10,R_1QAuZKQevoWc1ug,,,,,41.8874,-87.6318,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21.021,0,0,0,40.085,0,100,0,0,0,0,0,2,1,10,2,,39,3,,,,FL_58,,,,,,,Q243|vB_frm_liab|vB_drivr_liab|vA_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-05 10:34:14,2023-05-05 10:38:50,0,67.181.250.185,100,275,1,2023-05-05 10:38:51,R_3k7yeNSaorLovb7,,,,,36.3528,-119.3007,anonymous,EN,1,2,2,3.02,54.948,56.128,5,0,0,11.229,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,24,2,,29,3,,,,FL_39,Q116|vB_frm_liab_AV_cnstr|vA_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:36:45,2023-05-05 10:39:01,0,137.148.66.23,100,135,1,2023-05-05 10:39:02,R_29c7Y5kyViVePrs,,,,,41.4843,-81.7039,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17.376,0,0,0,11.049,0,100,0,0,100,0,20,2,1,9,1,,40,4,,,,FL_58,,,,,,,Q243|vB_frm_liab|vA_liab|vB_drivr_liab,Q247|vB_cntrfctl|vA_cntrfctl|avoid,
2023-05-05 10:33:57,2023-05-05 10:40:47,0,73.66.189.171,100,409,1,2023-05-05 10:40:48,R_6hV62APgMuJkPy9,,,,,38.6614,-121.2636,anonymous,EN,1,2,2,,,,,,,,,,,,,,9.714,9.714,53.624,1,0,0,15.769,0,42,84,41,87,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,2,,59,4,,,,FL_40,,,Q90|vA_liab_cnstr|vB_drivr_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:39:02,2023-05-05 10:41:57,0,45.26.51.228,100,175,1,2023-05-05 10:41:58,R_2aQWp6F3WfWO4Qd,,,,,37.7308,-122.3838,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.039,10.039,19.676,1,0,0,12.54,0,100,0,100,12,4,,,,,,,,,,,,,,,1,1,64,1,,26,4,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:41:24,2023-05-05 10:43:24,0,67.187.1.84,100,119,1,2023-05-05 10:43:24,R_1JJ7ChTuWUgG4pY,,,,,37.4386,-79.208,anonymous,EN,1,2,2,0,0,16.503,0,0,0,11.417,0,100,0,100,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,64,1,,31,7,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:42:47,2023-05-05 10:46:59,0,50.253.226.121,100,252,1,2023-05-05 10:47:00,R_3dS131TImpbmtN1,,,,,42.2316,-83.2659,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.263,2.263,21.262,1,0,0,12.56,0,100,10,0,100,60,60,2,1,10,2,,30,2,,,,FL_58,,,,,,,Q243|vA_liab|vB_drivr_liab|vB_frm_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-05 10:44:25,2023-05-05 10:48:51,0,70.178.49.223,100,266,1,2023-05-05 10:48:52,R_2afWAne6D55R0t6,,,,,36.1805,-94.5304,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.238,22.238,26.997,1,18.64,18.64,21.36,1,100,30,100,62,68,,,,,,,,,,,,,,,1,1,14,2,,24,3,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:44:49,2023-05-05 10:49:04,0,75.164.166.108,100,254,1,2023-05-05 10:49:04,R_3lVMrFk8hlgEjPx,,,,,45.461,-122.7052,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,38.331,0,0,0,36.515,0,97,0,2,98,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,,52,3,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:49:54,2023-05-05 10:51:31,0,72.80.214.209,100,96,1,2023-05-05 10:51:32,R_3izrGn63wJlpluT,,,,,40.6002,-74.1469,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,14.797,0,0,0,13.311,0,80,68,77,88,79,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,75,2,,29,4,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vA_liab_cnstr|vB_drivr_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:45:54,2023-05-05 10:51:59,0,173.216.157.22,100,364,1,2023-05-05 10:51:59,R_31ufoBvPnkLuULk,,,,,31.3223,-92.4325,anonymous,EN,1,2,2,0,0,32.035,0,0,0,13.615,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60,2,,56,3,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:50:36,2023-05-05 10:52:17,0,73.252.147.66,100,101,1,2023-05-05 10:52:17,R_3IYP4Xz7Q9k2yDp,,,,,37.3417,-121.9753,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26.979,0,0,0,10.838,0,100,15,100,27,64,,,,,,,,,,,,,,,1,1,91,2,,33,1,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:50:01,2023-05-05 10:53:08,0,71.82.93.165,100,187,1,2023-05-05 10:53:09,R_21H8ov6zeYVg3FW,,,,,42.8123,-86.1421,anonymous,EN,1,2,2,0,0,19.384,0,0,0,14.998,0,100,1,100,69,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,2,,61,4,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vA_cntrfctl_AV_cnstr|vB_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:51:55,2023-05-05 10:53:31,0,73.17.119.243,100,96,1,2023-05-05 10:53:32,R_UFHcuPPM7JLRM5z,,,,,42.2878,-71.3587,anonymous,EN,1,2,2,23.769,23.769,24.034,1,0,0,11.84,0,100,0,99,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,15,2,,,5,,,,FL_39,Q116|vA_liab_AV_cnstr|vB_frm_liab_AV_cnstr,Q122|vB_cntrfctl_AV_cnstr|vA_cntrfctl_AV_cnstr|avoid_AV_cnstr,,,,,,,
2023-05-05 10:50:41,2023-05-05 10:53:36,0,98.153.62.253,100,174,1,2023-05-05 10:53:36,R_3r1xZXb6Q6CwS2y,,,,,34.2183,-118.3718,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.142,10.142,25.956,1,0,0,11.448,0,100,0,100,30,60,,,,,,,,,,,,,,,1,1,0,1,,43,3,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:52:16,2023-05-05 10:55:09,0,74.71.170.19,100,172,1,2023-05-05 10:55:10,R_3OrnoOemHFy36nD,,,,,40.7033,-74.0039,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,16.778,0,0,0,11.163,0,100,30,100,100,0,,,,,,,,,,,,,,,1,1,19,2,,55,4,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:50:20,2023-05-05 10:56:38,0,96.18.176.55,100,377,1,2023-05-05 10:56:38,R_3maQKAW9amXeXtE,,,,,42.4718,-96.3549,anonymous,EN,1,2,2,,,,,,,,,,,,,,7.679,7.679,26.559,1,0,0,13.989,0,100,0,0,100,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,2,,55,2,,,,FL_40,,,Q90|vA_liab_cnstr|vB_drivr_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:56:51,2023-05-05 10:57:29,0,174.70.131.156,100,38,1,2023-05-05 10:57:30,R_DBF5Ka2hhoFEFwd,,,,,37.6624,-97.3156,anonymous,EN,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05 10:49:44,2023-05-05 10:57:50,0,174.206.39.249,100,486,1,2023-05-05 10:57:51,R_2s5tRjRyl1oRQUG,,,,,38.0321,-78.489,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.119,27.742,29.281,2,34.265,34.265,36.475,1,100,1,0,100,1,75,2,1,50,2,,41,2,,,,FL_58,,,,,,,Q243|vB_drivr_liab|vA_liab|vB_frm_liab,Q247|vA_cntrfctl|vB_cntrfctl|avoid,
2023-05-05 10:56:43,2023-05-05 10:59:10,0,136.49.153.213,100,147,1,2023-05-05 10:59:11,R_3G9ua3dX3uyanVg,,,,,30.2423,-97.7672,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,16.14,0,0,0,12.642,0,100,48,23,68,64,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,,35,1,,,,FL_40,,,Q90|vA_liab_cnstr|vB_frm_liab_cnstr|vB_drivr_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:57:14,2023-05-05 10:59:15,0,72.230.230.40,100,120,1,2023-05-05 10:59:15,R_2EjaB29h93X8KYD,,,,,42.87,-77.2791,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11.691,0,0,0,10.8,0,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,50,1,,37,4,,,,FL_40,,,Q90|vB_drivr_liab_cnstr|vA_liab_cnstr|vB_frm_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:58:50,2023-05-05 11:00:11,0,50.219.168.178,100,81,1,2023-05-05 11:00:12,R_VUQyG6wPiHy4qmB,,,,,42.9469,-85.6206,anonymous,EN,1,2,2,,,,,,,,,,,,,,0,0,11,0,0,0,11.01,0,100,0,0,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,66,1,,27,5,,,,FL_40,,,Q90|vB_frm_liab_cnstr|vA_liab_cnstr|vB_drivr_liab_cnstr,Q71|vA_cntrfctl_cnstr|vB_cntrfctl_cnstr|avoid_cnstr,,,,,
2023-05-05 10:57:57,2023-05-05 11:00:33,0,71.190.119.28,100,155,1,2023-05-05 11:00:33,R_eXUOXhlQe5YNxst,,,,,40.6914,-73.3728,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899,35.121,36.04,4,0,0,10.766,0,100,20,100,60,60,,,,,,,,,,,,,,,1,1,55,2,,36,4,,,,FL_54,,,,,Q231|vB_frm_liab_AV|vA_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
2023-05-05 10:59:52,2023-05-05 11:02:04,0,73.68.161.173,100,131,1,2023-05-05 11:02:05,R_d6kGrYtGw6z9G2R,,,,,42.0681,-72.6256,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.955,0,0,0,11.542,0,100,0,100,21,100,,,,,,,,,,,,,,,1,1,31,1,,31,4,,,,FL_54,,,,,Q231|vA_liab_AV|vB_frm_liab_AV,Q234|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV,,,
